ID,default
1538,0.61
1548,0.06
1554,0.34
1556,0.03
1573,0.1
1580,0.03
1581,0.1
1582,0.02
1584,0.74
1593,0
1594,0.08
1596,0.18
1598,0.15
1605,0.03
1612,0.07
1615,0.13
1621,0.17
1627,0.03
1631,0
1632,0.09
1635,0.31
1637,0.14
1642,0.88
1643,0.22
1645,0.76
1646,0.02
1655,0.05
1657,0.04
1658,0.01
1671,0.01
1675,0.08
1678,0
1679,0.29
1683,0.02
1690,0.15
1695,0.02
1696,0.14
1697,0.37
1705,0.05
1707,0.89
1710,0.02
1711,0.05
1724,0.06
1730,0.38
1732,0.02
1735,0.05
1738,0.43
1740,0.23
1741,0.06
1746,0.03
1751,0.05
1753,0.03
1754,0.02
1762,0.05
1763,0.04
1765,0.6
1766,0.02
1771,0.13
1775,0.73
1783,0.08
1786,0.11
1787,0.68
1791,0.07
1796,0.36
1799,0.04
1801,0.08
1802,0.13
1803,0.21
1807,0.27
1808,0
1812,0.06
1813,0.07
1814,0.91
1818,0.05
1821,0.25
1825,0.24
1826,0
1833,0
1836,0.72
1839,0.07
1846,0.43
1848,0.34
1849,0.09
1853,0.01
1854,0.08
1855,0.06
1858,0
1864,0
1868,0.18
1870,0.72
1871,0.06
1879,0.17
1882,0.65
1887,0
1891,0.01
1899,0.01
1901,0.06
1912,0.15
1914,0.22
1915,0.17
1917,0.68
1919,0.03
1932,0.44
1935,0.27
1939,0.04
1946,0.43
1956,0.73
1962,0.78
1965,0.42
1971,0.11
1972,0.48
1979,0.5
1982,0.74
1983,0
1989,0.73
1992,0.79
1994,0.01
1995,0.64
1999,0.13
2010,0.16
2011,0.15
2023,0.11
2028,0.07
2032,0.15
2033,0
2036,0.02
2050,0.1
2056,0.16
2059,0.33
2069,0.12
2086,0.12
2087,0.89
2089,0.2
2092,0.2
2100,0.93
2103,0.88
2111,0.07
2113,0.01
2116,0.02
2120,0.03
2124,0.01
2126,0.22
2127,0.06
2128,0.78
2131,0.74
2141,0.73
2143,0.85
2144,0.92
2146,0.09
2147,0.64
2148,0.13
2149,0.77
2150,0.1
2151,0.05
2152,0.25
2154,0.01
2164,0.24
2169,0.12
2171,0.03
2177,0.01
2178,0.48
2179,0.06
2181,0.05
2183,0.02
2184,0.23
2187,0.36
2191,0.09
2196,0.24
2199,0.02
2200,0.44
2207,0
2208,0.05
2214,0.07
2216,0.06
2225,0.04
2226,0.31
2235,0.67
2238,0.02
2242,0.92
2248,0.47
2251,0.05
2262,0.04
2267,0.01
2268,0.14
2270,0.33
2275,0.04
2279,0.71
2280,0.08
2282,0.54
2287,0.63
2289,0.25
2297,0.02
2302,0.27
2303,0.58
2307,0.33
2310,0.07
2312,0.1
2313,0.66
2314,0.02
2318,0.02
2325,0.86
2331,0.02
2334,0.45
2335,0.05
2342,0.1
2344,0.1
2345,0.07
2348,0.02
2352,0.14
2355,0.84
2356,0.05
2359,0.02
2362,0.87
2364,0.09
2366,0.71
2369,0
2371,0.04
2373,0.09
2383,0.06
2386,0.04
2389,0.17
2391,0.28
2397,0.21
2403,0.42
2407,0
2416,0.02
2418,0.42
2429,0.17
2433,0.64
2434,0.17
2439,0.09
2443,0.72
2446,0.05
2453,0.11
2454,0.03
2456,0.18
2457,0.03
2463,0.49
2473,0
2474,0.01
2475,0.17
2491,0.05
2494,0
2497,0.03
2502,0.01
2503,0.01
2504,0.08
2505,0.32
2509,0.04
2512,0.08
2516,0.14
2524,0.09
2536,0.07
2548,0.29
2553,0.02
2554,0.03
2557,0.02
2561,0.01
2570,0.75
2576,0.17
2580,0.71
2581,0.08
2586,0.04
2598,0.05
2599,0
2600,0.12
2601,0.21
2602,0.77
2605,0.4
2608,0.52
2611,0.01
2617,0.12
2620,0.03
2624,0
2627,0.04
2632,0.96
2637,0.37
2646,0.02
2647,0.65
2649,0.02
2651,0.09
2652,0.25
2654,0.06
2655,0.58
2660,0.82
2671,0.04
2672,0.3
2682,0.15
2689,0.03
2693,0.01
2697,0.22
2699,0.09
2700,0.28
2715,0.89
2723,0.89
2725,0.88
2731,0.72
2732,0.03
2733,0
2749,0.01
2751,0.21
2752,0.19
2766,0.02
2769,0.01
2771,0.92
2776,0.12
2779,0.59
2793,0.04
2796,0.04
2798,0.01
2800,0.06
2809,0.03
2810,0.06
2811,0.4
2814,0.18
2828,0.85
2829,0.09
2830,0.09
2834,0.73
2835,0.31
2839,0
2847,0.11
2852,0.9
2856,0.02
2857,0.02
2859,0.04
2868,0.03
2870,0.23
2881,0.07
2883,0
2896,0.22
2899,0.19
2900,0.29
2903,0.02
2908,0.25
2910,0.06
2913,0.05
2922,0.13
2927,0.73
2932,0.09
2933,0.01
2935,0.13
2939,0.72
2940,0.01
2947,0.88
2950,0.04
2951,0.66
2952,0.04
2960,0.11
2963,0.38
2970,0
2978,0.04
2980,0.05
2981,0.03
2982,0.12
2986,0.88
2989,0.04
2992,0.01
2993,0.09
2996,0.16
3007,0.07
3012,0.11
3013,0.06
3016,0.16
3022,0
3030,0.18
3034,0.49
3047,0.57
3049,0.11
3051,0
3059,0.02
3060,0.01
3070,0.19
3072,0.06
3077,0.13
3079,0
3088,0.45
3102,0.07
3105,0.03
3107,0.01
3108,0.02
3115,0.01
3116,0.33
3117,0.29
3124,0.08
3125,0.07
3129,0.21
3136,0.92
3145,0.02
3146,0.01
3153,0.05
3154,0.75
3156,0.34
3157,0.83
3158,0.01
3160,0.09
3162,0.59
3166,0.06
3176,0
3177,0.08
3179,0.77
3180,0.06
3185,0.09
3189,0.15
3190,0.09
3192,0.54
3204,0.02
3211,0.37
3214,0
3216,0.04
3220,0.02
3231,0
3232,0
3238,0.02
3244,0.32
3246,0.92
3248,0.84
3253,0.33
3254,0.44
3257,0.69
3260,0.2
3268,0.03
3270,0.16
3275,0.2
3280,0.06
3284,0.06
3289,0.04
3309,0.08
3311,0.77
3312,0
3313,0.05
3316,0.02
3321,0
3335,0.15
3355,0
3362,0.12
3363,0.28
3369,0.13
3373,0.01
3374,0.13
3376,0.08
3380,0
3381,0.54
3393,0.08
3394,0
3395,0.26
3398,0.22
3400,0.1
3409,0.03
3419,0.94
3421,0.01
3429,0.14
3433,0.33
3437,0.31
3445,0.06
3446,0.06
3449,0.12
3451,0.17
3460,0.12
3461,0.04
3463,0.09
3468,0.12
3469,0.96
3471,0.19
3472,0.24
3473,0
3474,0.01
3476,0.04
3478,0.12
3481,0.07
3494,0.03
3496,0.82
3500,0.04
3506,0.02
3508,0
3519,0.09
3521,0.22
3524,0.02
3525,0.09
3526,0.09
3530,0.5
3533,0.02
3534,0.18
3537,0.77
3550,0.13
3551,0.6
3558,0.92
3563,0.05
3567,0.07
3568,0.62
3575,0.17
3577,0.16
3585,0.31
3594,0.89
3596,0.56
3600,0.13
3608,0.39
3624,0.01
3631,0.02
3636,0.01
3638,0.08
3639,0
3641,0.86
3643,0.01
3644,0.05
3645,0.72
3649,0.14
3652,0.08
3653,0.01
3664,0.62
3666,0.89
3669,0.2
3671,0.33
3672,0.77
3680,0.14
3692,0.11
3693,0.31
3701,0.18
3702,0.01
3706,0.13
3724,0.84
3736,0.18
3737,0.12
3738,0.02
3741,0.1
3743,0.04
3746,0.17
3748,0.22
3749,0.01
3751,0.13
3752,0.24
3753,0.14
3757,0.09
3760,0.08
3762,0.84
3769,0.33
3770,0.08
3772,0.13
3781,0.18
3789,0.23
3791,0.27
3794,0.11
3798,0.01
3800,0.11
3811,0.08
3816,0.22
3818,0.01
3828,0.06
3829,0.05
3832,0.08
3837,0.21
3840,0.7
3842,0.01
3847,0.1
3850,0.18
3856,0.09
3857,0.02
3858,0.07
3859,0.06
3876,0.1
3877,0.02
3879,0.67
3881,0.85
3884,0.03
3885,0.15
3891,0.87
3893,0.13
3894,0.12
3906,0.25
3911,0.4
3912,0.88
3914,0.12
3918,0.08
3920,0.31
3929,0.3
3933,0.03
3939,0
3944,0.25
3948,0.25
3950,0.15
3975,0.05
3981,0.28
3982,0.17
3987,0.02
3988,0.01
3993,0.96
3995,0.06
4009,0.3
4010,0.23
4011,0.01
4013,0.04
4018,0.04
4023,0.25
4026,0.03
4028,0.65
4031,0.87
4035,0.09
4036,0
4043,0.08
4044,0.18
4045,0
4047,0.03
4048,0.95
4052,0
4053,0.17
4063,0.05
4064,0.2
4070,0.25
4071,0.02
4089,0.04
4092,0.05
4100,0.06
4105,0.72
4106,0.22
4107,0.03
4108,0.33
4109,0.39
4110,0.11
4118,0.17
4121,0.13
4129,0.02
4138,0.02
4152,0.03
4164,0.1
4171,0.03
4173,0.05
4176,0.08
4178,0.22
4183,0.86
4192,0
4194,0.43
4196,0.07
4200,0.07
4204,0
4205,0.15
4207,0.14
4210,0.44
4214,0.1
4215,0.01
4220,0.5
4228,0.14
4234,0.19
4239,0.17
4243,0.26
4246,0
4264,0.96
4269,0
4276,0.48
4284,0.4
4290,0.07
4291,0.2
4296,0.19
4297,0.15
4304,0
4307,0.02
4312,0.15
4314,0.13
4315,0.02
4327,0.12
4330,0.04
4332,0.39
4335,0.88
4348,0.26
4352,0.16
4355,0.06
4359,0.36
4363,0.13
4365,0.03
4366,0.1
4368,0
4380,0.28
4389,0.03
4391,0.17
4393,0
4408,0.05
4410,0.2
4416,0.14
4426,0.09
4427,0.88
4432,0
4433,0.74
4434,0.29
4448,0.7
4454,0.21
4457,0.03
4459,0.02
4463,0.03
4474,0.05
4475,0.76
4478,0.01
4487,0.01
4500,0.02
4504,0.05
4508,0.63
4511,0.22
4513,0.01
4515,0.05
4518,0.23
4519,0.03
4524,0.05
4536,0.14
4537,0.22
4540,0.09
4542,0.03
4551,0.81
4554,0.02
4563,0.01
4565,0.09
4570,0.92
4572,0.03
4578,0.17
4582,0.15
4583,0.68
4593,0.73
4604,0.16
4605,0.03
4606,0.18
4611,0.09
4614,0.01
4617,0.21
4621,0.07
4624,0.03
4628,0.13
4630,0
4632,0
4635,0.06
4636,0.39
4641,0.82
4644,0.11
4646,0
4649,0.3
4650,0.09
4651,0.25
4654,0.79
4666,0.04
4672,0.79
4680,0.64
4685,0.29
4693,0.05
4696,0.18
4697,0
4698,0.57
4705,0.24
4706,0.02
4709,0.08
4718,0.06
4719,0.01
4726,0.02
4727,0.22
4730,0.1
4731,0.07
4738,0.05
4739,0.56
4744,0.5
4747,0.87
4748,0.41
4749,0.4
4750,0.25
4762,0.01
4771,0.03
4781,0.22
4785,0.01
4786,0.04
4798,0.01
4799,0.02
4800,0.06
4802,0.77
4816,0
4824,0.11
4834,0.68
4836,0.12
4838,0.02
4843,0.03
4845,0.03
4849,0.03
4851,0
4861,0.98
4865,0.01
4868,0.2
4872,0.06
4877,0.23
4878,0.03
4881,0.05
4898,0.02
4899,0
4906,0.1
4907,0.23
4908,0.24
4909,0
4914,0.4
4920,0.67
4921,0.05
4922,0.1
4926,0.2
4929,0.62
4931,0.94
4932,0.37
4935,0.82
4939,0.1
4945,0.14
4956,0.08
4957,0.08
4960,0
4962,0.13
4966,0.06
4967,0
4970,0.15
4972,0.21
4976,0.07
4977,0
4978,0.09
4986,0.87
4995,0.1
4998,0
5001,0.86
5008,0.53
5013,0.59
5018,0.28
5021,0
5035,0.05
5044,0.03
5046,0.04
5055,0.03
5056,0.15
5059,0.02
5062,0.17
5068,0.14
5073,0.07
5074,0.04
5075,0.07
5079,0.86
5080,0.74
5082,0.2
5090,0.01
5093,0
5095,0.1
5101,0.18
5102,0.13
5105,0.04
5108,0.18
5112,0.14
5116,0.48
5136,0.86
5160,0.06
5161,0.04
5165,0.91
5172,0.72
5173,0.1
5180,0.4
5188,0.29
5190,0.08
5198,0
5201,0.05
5202,0
5205,0.03
5206,0.01
5215,0.26
5228,0.09
5229,0.77
5248,0.14
5254,0.34
5264,0
5267,0.14
5270,0.03
5274,0.28
5275,0.18
5278,0.01
5282,0.03
5286,0.17
5289,0.08
5299,0
5300,0.08
5306,0.22
5323,0.87
5324,0.07
5326,0.18
5333,0
5336,0.15
5353,0.5
5358,0.12
5360,0
5368,0.14
5372,0.64
5382,0.13
5392,0
5400,0.14
5406,0.52
5407,0.03
5409,0.07
5412,0.07
5421,0.2
5424,0.81
5433,0.83
5437,0.09
5438,0.01
5443,0.04
5444,0.23
5445,0.86
5452,0.56
5456,0.66
5460,0.91
5461,0.11
5468,0.08
5484,0.2
5490,0.03
5492,0.41
5493,0.13
5495,0.02
5498,0.29
5500,0.09
5505,0.04
5509,0.01
5512,0.36
5513,0.91
5519,0.04
5520,0.12
5522,0.1
5523,0.06
5526,0
5528,0.87
5532,0.04
5536,0.06
5539,0.12
5544,0.14
5545,0.05
5546,0.74
5551,0.91
5558,0.73
5561,0.85
5563,0.22
5568,0.04
5569,0
5573,0.05
5580,0.92
5583,0.03
5591,0.29
5598,0.24
5610,0.19
5622,0.02
5628,0.13
5629,0.7
5637,0.15
5644,0.07
5649,0.1
5655,0.02
5658,0.37
5659,0.82
5671,0.16
5677,0.07
5681,0
5682,0.85
5683,0.67
5690,0.1
5698,0.24
5699,0
5708,0.31
5715,0.02
5717,0.03
5721,0.16
5722,0.57
5724,0.52
5725,0.87
5731,0.03
5760,0.04
5761,0.13
5762,0.21
5777,0
5779,0.02
5780,0.08
5782,0.02
5784,0.32
5786,0.83
5791,0.81
5794,0.42
5807,0.21
5811,0.08
5820,0.93
5825,0.81
5826,0.92
5827,0.08
5844,0.32
5850,0.73
5851,0.29
5859,0.14
5860,0.48
5862,0.03
5877,0.06
5878,0.01
5881,0
5883,0.72
5886,0.43
5889,0.13
5891,0.08
5893,0.79
5900,0.05
5907,0.07
5912,0.04
5914,0.02
5915,0.12
5916,0.55
5923,0.06
5925,0.71
5937,0.02
5940,0.2
5943,0.01
5958,0.06
5961,0.29
5973,0.9
5976,0.05
5983,0.31
5986,0.79
5987,0.1
5989,0.34
5993,0.39
5997,0.98
6002,0.18
6008,0.78
6015,0.05
6018,0.06
6019,0.66
6020,0.6
6021,0.12
6036,0.11
6050,0.71
6053,0.42
6054,0.11
6056,0.44
6060,0.31
6061,0.25
6072,0
6081,0.08
6085,0.61
6089,0.46
6090,0.38
6093,0.18
6098,0.02
6101,0.01
6109,0.43
6111,0.1
6112,0.71
6114,0.06
6116,0.05
6117,0.15
6127,0.1
6131,0.05
6134,0.04
6139,0.13
6141,0.02
6142,0
6146,0.46
6148,0.2
6149,0.17
6155,0.3
6158,0.13
6160,0.81
6161,0.25
6169,0.04
6172,0.16
6176,0.96
6177,0.65
6178,0
6185,0
6186,0.05
6196,0
6199,0.33
6206,0.32
6207,0.06
6212,0.03
6217,0.16
6219,0.25
6220,0.03
6223,0.05
6225,0.32
6227,0.02
6230,0.12
6231,0.1
6243,0.04
6247,0.06
6249,0.02
6250,0.28
6256,0.63
6260,0.24
6264,0.08
6277,0.08
6288,0.01
6291,0.03
6292,0.1
6300,0.1
6314,0.22
6333,0.08
6336,0
6338,0.74
6341,0
6349,0.87
6353,0.85
6354,0.39
6365,0.75
6368,0.2
6369,0.17
6371,0.85
6372,0.19
6376,0.08
6379,0.4
6381,0.16
6388,0.21
6393,0.03
6400,0.83
6403,0.02
6414,0.07
6415,0.07
6420,0.12
6424,0.02
6428,0.05
6434,0.19
6435,0.47
6438,0.02
6443,0.08
6451,0.05
6471,0.32
6476,0.32
6477,0.4
6483,0.01
6494,0.75
6506,0.05
6512,0.17
6516,0.02
6519,0.03
6522,0.3
6524,0.08
6533,0.14
6538,0.04
6542,0.79
6554,0.13
6558,0.42
6565,0.04
6566,0.01
6567,0.04
6574,0.02
6605,0.3
6606,0.06
6608,0.88
6613,0.15
6615,0.04
6618,0.91
6619,0.07
6621,0.27
6629,0.04
6631,0.06
6635,0.1
6637,0.8
6639,0.28
6641,0
6648,0.5
6655,0.58
6657,0.25
6659,0.23
6660,0.54
6665,0.09
6668,0.55
6676,0.22
6687,0.87
6688,0.74
6693,0.12
6698,0.08
6714,0
6715,0.27
6720,0.15
6725,0
6729,0.23
6740,0.03
6741,0.21
6744,0.09
6746,0.02
6747,0.01
6761,0.05
6762,0.11
6765,0.39
6766,0
6772,0.34
6773,0.16
6776,0.03
6777,0.15
6782,0.03
6784,0.86
6789,0.08
6797,0.04
6800,0.11
6803,0.02
6805,0.24
6812,0.02
6827,0.25
6832,0.03
6846,0.44
6847,0.24
6854,0.01
6856,0.29
6859,0.09
6861,0.06
6862,0.86
6875,0.13
6876,0.8
6881,0.03
6882,0.1
6886,0.1
6888,0
6889,0.04
6891,0.09
6894,0.66
6901,0.08
6904,0.13
6909,0.08
6912,0.08
6913,0.16
6929,0
6937,0
6939,0.23
6944,0.08
6946,0.3
6953,0
6960,0.11
6963,0.19
6969,0.23
6976,0.97
6981,0
6993,0.49
7002,0.04
7005,0
7006,0.87
7014,0.05
7028,0.14
7032,0.07
7033,0.11
7035,0
7039,0.29
7042,0.11
7044,0.15
7050,0.06
7051,0.65
7052,0.21
7053,0.12
7054,0.71
7055,0.01
7062,0.32
7068,0.72
7074,0.8
7083,0.54
7087,0.22
7093,0.03
7097,0.28
7102,0.18
7105,0.05
7111,0.18
7115,0
7117,0.35
7118,0.24
7120,0.04
7124,0.28
7125,0.22
7126,0
7130,0.04
7133,0.08
7134,0.21
7143,0.97
7144,0.15
7157,0
7160,0.01
7162,0.27
7169,0.43
7178,0.47
7183,0.68
7188,0.55
7192,0.23
7196,0.03
7199,0.19
7210,0.05
7215,0.52
7221,0.11
7225,0.45
7226,0
7236,0.11
7242,0.09
7243,0.15
7246,0.04
7247,0.06
7252,0.26
7253,0.09
7257,0.02
7270,0.18
7273,0.52
7278,0.39
7292,0.88
7296,0.09
7298,0.05
7300,0.23
7316,0.16
7318,0.35
7319,0
7320,0.52
7321,0.22
7329,0.18
7331,0.01
7339,0.74
7352,0.12
7354,0.2
7359,0.04
7361,0.1
7362,0.02
7370,0.08
7372,0.19
7381,0
7390,0.01
7392,0.24
7394,0.13
7401,0.05
7412,0.01
7414,0.07
7416,0.77
7420,0.32
7422,0.18
7423,0.23
7425,0.11
7427,0.01
7436,0.04
7439,0.03
7442,0.11
7444,0.64
7454,0.15
7456,0.4
7467,0.02
7469,0.53
7473,0.36
7477,0.05
7479,0.02
7485,0.75
7493,0.02
7498,0.03
7500,0.64
7506,0.12
7508,0.1
7513,0.04
7515,0.09
7525,0.05
7533,0.03
7536,0.89
7537,0.01
7539,0.83
7544,0.29
7547,0.24
7556,0.65
7557,0.11
7559,0
7560,0.12
7563,0.74
7564,0.01
7566,0
7568,0.01
7570,0.05
7571,0.02
7575,0.2
7581,0.15
7584,0.08
7590,0.86
7595,0.07
7603,0.27
7613,0.01
7619,0.08
7631,0.24
7635,0.03
7637,0.02
7642,0
7644,0.01
7653,0.07
7657,0.1
7660,0.83
7661,0.8
7667,0.62
7673,0.29
7679,0.91
7680,0.92
7687,0.02
7689,0.24
7691,0.07
7692,0.01
7695,0
7696,0.81
7699,0.06
7707,0.04
7709,0.27
7712,0.34
7714,0.01
7716,0.19
7718,0.11
7722,0.5
7723,0.09
7726,0.25
7729,0
7730,0.25
7735,0.77
7736,0.04
7744,0.78
7750,0.02
7761,0.22
7765,0
7767,0.26
7770,0.12
7783,0.06
7788,0.02
7792,0.15
7794,0.9
7804,0.03
7805,0.14
7807,0.09
7813,0
7818,0.42
7822,0.66
7823,0.07
7826,0.35
7827,0.19
7831,0.24
7835,0.02
7855,0.08
7858,0.22
7867,0
7869,0.68
7873,0.02
7875,0.09
7879,0.04
7884,0.02
7898,0.03
7902,0.47
7909,0.33
7917,0.1
7923,0.28
7924,0.87
7929,0
7940,0.19
7947,0.65
7951,0.91
7963,0.04
7964,0.23
7967,0.04
7976,0.1
7977,0.15
7978,0
7981,0.13
7983,0.43
7986,0.02
7987,0.07
7990,0.26
7991,0.92
7993,0.81
7996,0.02
8006,0.01
8007,0.97
8013,0.02
8023,0.11
8025,0.14
8028,0.26
8031,0.87
8034,0
8035,0.04
8040,0.26
8055,0
8058,0.06
8061,0.07
8067,0.01
8072,0.04
8076,0.26
8079,0.06
8087,0.09
8091,0.84
8094,0.92
8096,0.02
8097,0.01
8100,0.05
8103,0.01
8105,0.79
8111,0.91
8115,0.91
8117,0.1
8122,0.09
8123,0.16
8124,0.16
8126,0.03
8127,0.17
8137,0.06
8147,0.05
8152,0.07
8154,0.07
8159,0.03
8161,0.13
8163,0
8166,0.28
8168,0.27
8173,0.36
8179,0.95
8180,0.11
8181,0.12
8182,0.19
8199,0.06
8204,0.28
8206,0.01
8210,0.08
8212,0
8216,0.58
8220,0.3
8221,0.21
8222,0.95
8226,0.45
8238,0.4
8241,0.26
8245,0.01
8246,0.02
8247,0.07
8250,0.04
8253,0.07
8261,0.1
8267,0.06
8269,0.1
8272,0.09
8276,0.69
8277,0.16
8279,0.24
8282,0.14
8284,0.91
8287,0.03
8302,0.85
8310,0.07
8316,0.06
8318,0.01
8325,0.14
8331,0.26
8334,0.05
8335,0
8336,0.78
8339,0.03
8341,0.63
8343,0.01
8345,0.02
8355,0.05
8363,0.65
8366,0.05
8368,0.02
8369,0.88
8376,0.21
8379,0.1
8384,0.2
8391,0.86
8397,0.16
8398,0.24
8399,0.2
8402,0.1
8403,0.03
8408,0.91
8409,0.06
8413,0.01
8414,0.36
8422,0.05
8423,0.06
8424,0.2
8426,0.73
8428,0.03
8433,0.13
8434,0.09
8439,0.23
8453,0.59
8461,0.03
8477,0.03
8482,0.07
8483,0.19
8487,0.02
8488,0.64
8493,0.67
8507,0.7
8509,0.16
8510,0.2
8514,0.02
8515,0.27
8516,0.05
8528,0.94
8529,0.83
8531,0.02
8540,0.15
8541,0
8551,0.07
8555,0.17
8559,0
8566,0.08
8583,0.85
8586,0.09
8590,0.24
8592,0.85
8593,0.9
8594,0
8595,0.17
8596,0.51
8597,0.03
8608,0.61
8612,0.67
8613,0.38
8628,0.22
8640,0.07
8645,0.16
8646,0.02
8647,0.16
8653,0.07
8662,0.18
8668,0.18
8680,0.13
8687,0.3
8690,0.14
8693,0.05
8695,0.1
8702,0.29
8704,0.03
8710,0.06
8715,0.05
8722,0
8723,0.14
8727,0.08
8728,0.47
8730,0.2
8738,0.21
8746,0.08
8748,0.09
8752,0.09
8757,0.23
8763,0.08
8766,0.7
8779,0.04
8783,0.05
8785,0.02
8790,0.01
8799,0.07
8807,0.11
8808,0.29
8821,0.11
8829,0.02
8834,0.81
8835,0.1
8838,0.02
8840,0.11
8844,0.71
8850,0.88
8853,0.11
8859,0.07
8863,0.07
8865,0.35
8867,0.1
8880,0.13
8881,0.34
8882,0.33
8883,0.03
8884,0.59
8889,0.25
8890,0.01
8891,0.01
8893,0.09
8904,0.07
8905,0.01
8913,0.25
8923,0.01
8926,0.55
8931,0.2
8934,0.01
8943,0.03
8953,0.07
8963,0.08
8964,0.05
8967,0.55
8972,0.21
8973,0.91
8981,0.13
8985,0.49
8988,0.21
8994,0.02
9001,0.03
9004,0.35
9009,0.07
9015,0.66
9016,0.85
9019,0.11
9020,0.87
9022,0.04
9031,0.92
9032,0.72
9038,0.23
9041,0.6
9046,0.62
9047,0.14
9055,0.09
9059,0.25
9060,0.69
9063,0.92
9064,0.22
9068,0.08
9078,0.08
9079,0.24
9085,0.91
9086,0.18
9087,0.06
9088,0.01
9102,0.03
9121,0.06
9124,0.85
9126,0.22
9129,0.38
