ID,default
1917,0.77
1919,0.03
1932,0.43
1935,0.25
1939,0.04
1946,0.35
1956,0.77
1962,0.71
1965,0.55
1971,0.16
1972,0.67
1979,0.38
1982,0.81
1983,0
1989,0.7
1992,0.79
1994,0.03
1995,0.6
1999,0.09
2010,0.15
2011,0.16
2023,0.07
2028,0.05
2032,0.18
2033,0.01
2036,0.03
2050,0.09
2056,0.33
2059,0.38
2069,0.08
2086,0.14
2087,0.78
2089,0.22
2092,0.23
2100,0.88
2103,0.9
2111,0.08
2113,0.07
2116,0
2120,0.05
2124,0.08
2126,0.18
2127,0.05
2128,0.73
2131,0.8
2141,0.64
2143,0.89
2144,0.97
2146,0.02
2147,0.52
2148,0.15
2149,0.81
2150,0.1
2151,0.03
2152,0.24
2154,0
2164,0.18
2169,0.1
2171,0.02
2177,0
2178,0.47
2179,0.19
2181,0.11
2183,0.06
2184,0.33
2187,0.27
2191,0.06
2196,0.25
2199,0.06
2200,0.44
2207,0
2208,0.06
2214,0.04
2216,0.15
2225,0.06
2226,0.34
2235,0.64
2238,0.03
2242,0.93
2248,0.37
2251,0.13
2262,0.1
2267,0.04
2268,0.11
2270,0.34
2275,0.15
2279,0.58
2280,0.04
2282,0.49
2287,0.67
2289,0.29
2297,0
2302,0.27
2303,0.5
2307,0.42
2310,0.05
2312,0.07
2313,0.58
2314,0
2318,0.06
2325,0.9
2331,0.04
2334,0.34
2335,0.03
2342,0.11
2344,0.07
2345,0.04
2348,0.05
2352,0.2
2355,0.87
2356,0.1
2359,0.05
2362,0.87
2364,0.11
2366,0.75
2369,0.01
2371,0.02
2373,0.21
2383,0.08
2386,0.07
2389,0.12
2391,0.25
2397,0.13
2403,0.57
2407,0.05
2416,0.02
2418,0.43
2429,0.19
2433,0.57
2434,0.25
2439,0.1
2443,0.78
2446,0.08
2453,0.17
2454,0.02
2456,0.2
2457,0.04
2463,0.48
2473,0.01
2474,0.01
2475,0.21
2491,0.03
2494,0
2497,0.1
2502,0
2503,0.02
2504,0.21
2505,0.36
2509,0.09
2512,0.13
2516,0.11
2524,0.12
2536,0.02
2548,0.36
2553,0.1
2554,0.02
2557,0.03
2561,0.02
2570,0.79
2576,0.27
2580,0.54
2581,0.07
2586,0.02
2598,0.06
2599,0.02
2600,0.13
2601,0.09
2602,0.75
2605,0.42
2608,0.48
2611,0.01
2617,0.14
2620,0.07
2624,0.03
2627,0.12
2632,0.97
2637,0.42
2646,0.05
2647,0.54
2649,0.02
2651,0.09
2652,0.24
2654,0.07
2655,0.52
2660,0.73
2671,0.09
2672,0.35
2682,0.19
2689,0.05
2693,0.09
2697,0.13
2699,0.05
2700,0.32
2715,0.71
2723,0.86
2725,0.83
2731,0.8
2732,0.11
2733,0
2749,0.03
2751,0.27
2752,0.12
2766,0
2769,0.01
2771,0.92
2776,0.13
2779,0.72
2793,0.06
2796,0.04
2798,0.01
2800,0.07
2809,0.02
2810,0.06
2811,0.33
2814,0.16
2828,0.77
2829,0.17
2830,0.09
2834,0.73
2835,0.41
2839,0.01
2847,0.12
2852,0.92
2856,0
2857,0.07
2859,0.05
2868,0.01
2870,0.36
2881,0.14
2883,0
2896,0.23
2899,0.25
2900,0.33
2903,0.01
2908,0.34
2910,0.11
2913,0.07
2922,0.13
2927,0.69
2932,0.12
2933,0.02
2935,0.17
2939,0.81
2940,0
2947,0.86
2950,0.06
2951,0.83
2952,0.14
2960,0.11
2963,0.57
2970,0.02
2978,0.05
2980,0.08
2981,0.03
2982,0.1
2986,0.92
2989,0.05
2992,0.03
2993,0.14
2996,0.16
3007,0.1
3012,0.12
3013,0.05
3016,0.29
3022,0
3030,0.11
3034,0.47
3047,0.59
3049,0.18
3051,0
3059,0.03
3060,0.04
3070,0.14
3072,0.04
3077,0.26
3079,0
3088,0.32
3102,0.08
3105,0.05
3107,0.01
3108,0
3115,0.04
3116,0.4
3117,0.4
3124,0.1
3125,0.06
3129,0.25
3136,0.94
3145,0.07
3146,0.03
3153,0.07
3154,0.67
3156,0.5
3157,0.69
3158,0.04
3160,0.06
3162,0.53
3166,0.05
3176,0
3177,0.09
3179,0.79
3180,0.04
3185,0.12
3189,0.2
3190,0.12
3192,0.52
3204,0.04
3211,0.53
3214,0
3216,0.03
3220,0.04
3231,0.03
3232,0.02
3238,0.02
3244,0.21
3246,0.92
3248,0.82
3253,0.37
3254,0.5
3257,0.5
3260,0.23
3268,0.03
3270,0.19
3275,0.29
3280,0.13
3284,0.04
3289,0.02
3309,0.09
3311,0.72
3312,0
3313,0.06
3316,0.07
3321,0.03
3335,0.27
3355,0.04
3362,0.23
3363,0.4
3369,0.09
3373,0.04
3374,0.07
3376,0.15
3380,0.04
3381,0.54
3393,0.08
3394,0
3395,0.36
3398,0.2
3400,0.17
3409,0.04
3419,0.92
3421,0.01
3429,0.12
3433,0.26
3437,0.36
3445,0.07
3446,0.13
3449,0.22
3451,0.2
3460,0.12
3461,0.09
3463,0.12
3468,0.22
3469,0.95
3471,0.23
3472,0.31
3473,0
3474,0.01
3476,0.01
3478,0.1
3481,0.11
3494,0.02
3496,0.77
3500,0.03
3506,0.01
3508,0.01
3519,0.06
3521,0.34
3524,0.04
3525,0.14
3526,0.07
3530,0.65
3533,0.07
3534,0.12
3537,0.74
3550,0.12
3551,0.58
3558,0.92
3563,0.18
3567,0.09
3568,0.63
3575,0.2
3577,0.19
3585,0.4
3594,0.83
3596,0.5
3600,0.06
3608,0.33
3624,0.04
3631,0.05
3636,0.01
3638,0.09
3639,0
3641,0.86
3643,0.03
3644,0.03
3645,0.67
3649,0.15
3652,0.11
3653,0.01
3664,0.69
3666,0.94
3669,0.24
3671,0.45
3672,0.87
3680,0.05
3692,0.11
3693,0.41
3701,0.23
3702,0.01
3706,0.09
3724,0.84
3736,0.22
3737,0.06
3738,0.01
3741,0.16
3743,0.04
3746,0.31
3748,0.3
3749,0.04
3751,0.14
3752,0.24
3753,0.1
3757,0.08
3760,0.12
3762,0.8
3769,0.27
3770,0.08
3772,0.13
3781,0.19
3789,0.21
3791,0.34
3794,0.08
3798,0.01
3800,0.1
3811,0.11
3816,0.25
3818,0.06
3828,0.05
3829,0
3832,0.05
3837,0.16
3840,0.65
3842,0.04
3847,0.15
3850,0.19
3856,0.04
3857,0.04
3858,0.04
3859,0.02
3876,0.15
3877,0
3879,0.65
3881,0.83
3884,0.05
3885,0.14
3891,0.8
3893,0.16
3894,0.06
3906,0.21
3911,0.44
3912,0.94
3914,0.12
3918,0.11
3920,0.34
3929,0.19
3933,0.04
3939,0
3944,0.26
3948,0.32
3950,0.17
3975,0.13
3981,0.22
3982,0.27
3987,0.07
3988,0.03
3993,0.96
3995,0.04
4009,0.37
4010,0.27
4011,0.06
4013,0.04
4018,0.03
4023,0.35
4026,0.07
4028,0.66
4031,0.82
4035,0.25
4036,0
4043,0.14
4044,0.26
4045,0
4047,0.11
4048,0.95
4052,0
4053,0.07
4063,0.05
4064,0.16
4070,0.18
4071,0.01
4089,0.06
4092,0.11
4100,0.08
4105,0.69
4106,0.26
4107,0.07
4108,0.32
4109,0.32
4110,0.12
4118,0.16
4121,0.17
4129,0.02
4138,0.03
4152,0.07
4164,0.13
4171,0.01
4173,0.03
4176,0.21
4178,0.21
4183,0.96
4192,0.01
4194,0.33
4196,0.09
4200,0.07
4204,0
4205,0.22
4207,0.15
4210,0.37
4214,0.1
4215,0.05
4220,0.47
4228,0.19
4234,0.1
4239,0.22
4243,0.2
4246,0
4264,0.88
4269,0
4276,0.41
4284,0.37
4290,0.17
4291,0.28
4296,0.25
4297,0.11
4304,0
4307,0.02
4312,0.14
4314,0.13
4315,0.05
4327,0.31
4330,0.1
4332,0.4
4335,0.91
4348,0.33
4352,0.15
4355,0.05
4359,0.43
4363,0.13
4365,0.03
4366,0.15
4368,0.02
4380,0.27
4389,0.03
4391,0.18
4393,0.02
4408,0.03
4410,0.22
4416,0.12
4426,0.23
4427,0.96
4432,0
4433,0.89
4434,0.26
4448,0.64
4454,0.25
4457,0.04
4459,0
4463,0
4474,0.03
4475,0.71
4478,0.05
4487,0.01
4500,0.03
4504,0.04
4508,0.66
4511,0.17
4513,0.03
4515,0.03
4518,0.3
4519,0.05
4524,0.04
4536,0.22
4537,0.17
4540,0.08
4542,0.09
4551,0.75
4554,0.07
4563,0.02
4565,0.2
4570,0.98
4572,0.01
4578,0.19
4582,0.17
4583,0.58
4593,0.73
4604,0.16
4605,0.01
4606,0.14
4611,0.12
4614,0.04
4617,0.18
4621,0.08
4624,0.12
4628,0.14
4630,0
4632,0.01
4635,0.12
4636,0.42
4641,0.73
4644,0.22
4646,0.01
4649,0.38
4650,0.14
4651,0.34
4654,0.72
4666,0.03
4672,0.91
4680,0.49
4685,0.35
4693,0.12
4696,0.17
4697,0.01
4698,0.62
4705,0.16
4706,0.06
4709,0.11
4718,0.18
4719,0
4726,0
4727,0.26
4730,0.21
4731,0.1
4738,0
4739,0.6
4744,0.49
4747,0.77
4748,0.4
4749,0.47
4750,0.35
4762,0.06
4771,0.01
4781,0.13
4785,0.02
4786,0.05
4798,0.01
4799,0.02
4800,0.12
4802,0.72
4816,0.03
4824,0.08
4834,0.54
4836,0.16
4838,0.01
4843,0.04
4845,0.05
4849,0.02
4851,0.01
4861,0.99
4865,0.03
4868,0.36
4872,0.07
4877,0.29
4878,0.06
4881,0.06
4898,0.02
4899,0
4906,0.09
4907,0.2
4908,0.33
4909,0.02
4914,0.27
4920,0.77
4921,0.05
4922,0.1
4926,0.27
4929,0.65
4931,0.95
4932,0.33
4935,0.7
4939,0.11
4945,0.13
4956,0.09
4957,0.08
4960,0.02
4962,0.12
4966,0.07
4967,0
4970,0.12
4972,0.22
4976,0.14
4977,0
4978,0.08
4986,0.75
4995,0.11
4998,0.01
5001,0.83
5008,0.52
5013,0.42
5018,0.25
5021,0.01
5035,0.02
5044,0.04
5046,0.07
5055,0.01
5056,0.12
5059,0.05
5062,0.22
5068,0.19
5073,0.07
5074,0.03
5075,0.01
5079,0.91
5080,0.68
5082,0.17
5090,0.04
5093,0
5095,0.12
5101,0.18
5102,0.18
5105,0.06
5108,0.17
5112,0.11
5116,0.46
5136,0.76
5160,0.09
5161,0.07
5165,0.97
5172,0.67
5173,0.16
5180,0.32
5188,0.39
5190,0.08
5198,0.02
5201,0.05
5202,0
5205,0.02
5206,0.01
5215,0.2
5228,0.11
5229,0.76
5248,0.11
5254,0.26
5264,0.01
5267,0.12
5270,0.04
5274,0.41
5275,0.22
5278,0
5282,0.06
5286,0.16
5289,0.04
5299,0.02
5300,0.07
5306,0.26
5323,0.84
5324,0.13
5326,0.21
5333,0
5336,0.16
5353,0.56
5358,0.19
5360,0.02
5368,0.19
5372,0.6
5382,0.22
5392,0.04
5400,0.18
5406,0.5
5407,0.06
5409,0.02
5412,0.18
5421,0.21
5424,0.72
5433,0.9
5437,0.12
5438,0.01
5443,0.03
5444,0.26
5445,0.73
5452,0.51
5456,0.66
5460,0.86
5461,0.14
5468,0.11
5484,0.17
5490,0.05
5492,0.49
5493,0.12
5495,0.04
5498,0.4
5500,0.11
5505,0.03
5509,0.06
5512,0.32
5513,0.85
5519,0.08
5520,0.25
5522,0.17
5523,0.13
5526,0.01
5528,0.89
5532,0.08
5536,0.06
5539,0.25
5544,0.09
5545,0.05
5546,0.62
5551,0.91
5558,0.62
5561,0.83
5563,0.21
5568,0.11
5569,0.02
5573,0.02
5580,0.88
5583,0.02
5591,0.39
5598,0.32
5610,0.18
5622,0.09
5628,0.09
5629,0.62
5637,0.08
5644,0.07
5649,0.16
5655,0.01
5658,0.35
5659,0.77
5671,0.29
5677,0.18
5681,0.01
5682,0.81
5683,0.64
5690,0.13
5698,0.32
5699,0
5708,0.21
5715,0.03
5717,0.04
5721,0.2
5722,0.44
5724,0.56
5725,0.93
5731,0.03
5760,0
5761,0.1
5762,0.27
5777,0
5779,0.04
5780,0.17
5782,0.12
5784,0.35
5786,0.82
5791,0.82
5794,0.36
5807,0.27
5811,0.09
5820,0.94
5825,0.82
5826,0.96
5827,0.13
5844,0.36
5850,0.62
5851,0.27
5859,0.21
5860,0.49
5862,0
5877,0.05
5878,0.01
5881,0.02
5883,0.8
5886,0.34
5889,0.25
5891,0.13
5893,0.76
5900,0.04
5907,0.23
5912,0.15
5914,0.03
5915,0.13
5916,0.57
5923,0.05
5925,0.71
5937,0.01
5940,0.24
5943,0.01
5958,0.03
5961,0.25
5973,0.89
5976,0.05
5983,0.19
5986,0.9
5987,0.17
5989,0.35
5993,0.4
5997,0.99
6002,0.29
6008,0.82
6015,0.12
6018,0.03
6019,0.52
6020,0.65
6021,0.19
6036,0.09
6050,0.7
6053,0.3
6054,0.12
6056,0.41
6060,0.35
6061,0.3
6072,0.02
6081,0.2
6085,0.75
6089,0.5
6090,0.39
6093,0.19
6098,0.06
6101,0.02
6109,0.36
6111,0.1
6112,0.76
6114,0.06
6116,0.11
6117,0.13
6127,0.16
6131,0.06
6134,0.02
6139,0.14
6141,0.04
6142,0.02
6146,0.46
6148,0.28
6149,0.13
6155,0.28
6158,0.17
6160,0.9
6161,0.26
6169,0.06
6172,0.33
6176,0.92
6177,0.69
6178,0.04
6185,0
6186,0.03
6196,0
6199,0.24
6206,0.32
6207,0.03
6212,0.03
6217,0.26
6219,0.25
6220,0.01
6223,0.04
6225,0.3
6227,0.04
6230,0.19
6231,0.17
6243,0.08
6247,0.11
6249,0.01
6250,0.37
6256,0.62
6260,0.23
6264,0.07
6277,0.08
6288,0.01
6291,0.03
6292,0.15
6300,0.12
6314,0.35
6333,0.11
6336,0.06
6338,0.81
6341,0.05
6349,0.82
6353,0.79
6354,0.26
6365,0.55
6368,0.21
6369,0.27
6371,0.75
6372,0.15
6376,0.02
6379,0.52
6381,0.21
6388,0.2
6393,0.07
6400,0.88
6403,0.04
6414,0.02
6415,0.08
6420,0.12
6424,0.02
6428,0.08
6434,0.22
6435,0.58
6438,0.01
6443,0.16
6451,0.06
6471,0.37
6476,0.49
6477,0.38
6483,0.01
6494,0.8
6506,0.05
6512,0.2
6516,0.06
6519,0.1
6522,0.36
6524,0.08
6533,0.15
6538,0.06
6542,0.59
6554,0.12
6558,0.53
6565,0.04
6566,0.04
6567,0.06
6574,0.03
6605,0.37
6606,0.03
6608,0.84
6613,0.17
6615,0.07
6618,0.86
6619,0.13
6621,0.36
6629,0.02
6631,0.03
6635,0.07
6637,0.76
6639,0.23
6641,0.02
6648,0.49
6655,0.67
6657,0.26
6659,0.27
6660,0.48
6665,0.13
6668,0.55
6676,0.2
6687,0.76
6688,0.71
6693,0.14
6698,0.12
6714,0.01
6715,0.3
6720,0.18
6725,0
6729,0.27
6740,0.04
6741,0.25
6744,0.19
6746,0.02
6747,0.02
6761,0.07
6762,0.06
6765,0.24
6766,0.01
6772,0.43
6773,0.22
6776,0.03
6777,0.23
6782,0.08
6784,0.84
6789,0.11
6797,0.05
6800,0.22
6803,0
6805,0.29
6812,0.01
6827,0.3
6832,0.02
6846,0.43
6847,0.21
6854,0.04
6856,0.35
6859,0.12
6861,0.04
6862,0.85
6875,0.15
6876,0.72
6881,0.07
6882,0.17
6886,0.09
6888,0.02
6889,0.03
6891,0.07
6894,0.65
6901,0.1
6904,0.18
6909,0.21
6912,0.05
6913,0.08
6929,0
6937,0.01
6939,0.21
6944,0.03
6946,0.33
6953,0.02
6960,0.13
6963,0.25
6969,0.18
6976,0.91
6981,0
6993,0.58
7002,0.11
7005,0
7006,0.85
7014,0.07
7028,0.16
7032,0.18
7033,0.07
7035,0
7039,0.42
7042,0.14
7044,0.29
7050,0.03
7051,0.44
7052,0.25
7053,0.12
7054,0.75
7055,0.01
7062,0.29
7068,0.8
7074,0.82
7083,0.45
7087,0.16
7093,0
7097,0.2
7102,0.16
7105,0.02
7111,0.17
7115,0
7117,0.36
7118,0.3
7120,0.01
7124,0.27
7125,0.27
7126,0.01
7130,0.08
7133,0.09
7134,0.41
7143,0.96
7144,0.17
7157,0
7160,0.02
7162,0.28
7169,0.46
7178,0.56
7183,0.72
7188,0.61
7192,0.28
7196,0
7199,0.21
7210,0.08
7215,0.56
7221,0.08
7225,0.49
7226,0.02
7236,0.13
7242,0.11
7243,0.23
7246,0.02
7247,0.04
7252,0.29
7253,0.15
7257,0.04
7270,0.22
7273,0.57
7278,0.46
7292,0.96
7296,0.12
7298,0.06
7300,0.18
7316,0.14
7318,0.36
7319,0
7320,0.68
7321,0.21
7329,0.21
7331,0
7339,0.75
7352,0.12
7354,0.21
7359,0.03
7361,0.16
7362,0
7370,0.13
7372,0.12
7381,0
7390,0.02
7392,0.35
7394,0.22
7401,0.03
7412,0
7414,0.07
7416,0.71
7420,0.27
7422,0.09
7423,0.27
7425,0.13
7427,0.04
7436,0.06
7439,0.04
7442,0.13
7444,0.74
7454,0.3
7456,0.52
7467,0.01
7469,0.45
7473,0.48
7477,0.07
7479,0.05
7485,0.74
7493,0.02
7498,0.01
7500,0.59
7506,0.2
7508,0.06
7513,0.02
7515,0.15
7525,0.11
7533,0.03
7536,0.92
7537,0.06
7539,0.85
7544,0.18
7547,0.31
7556,0.68
7557,0.05
7559,0
7560,0.19
7563,0.78
7564,0.03
7566,0.03
7568,0.01
7570,0.05
7571,0.02
7575,0.37
7581,0.12
7584,0.09
7590,0.75
7595,0.07
7603,0.2
7613,0
7619,0.13
7631,0.23
7635,0.08
7637,0.01
7642,0.02
7644,0.04
7653,0.17
7657,0.17
7660,0.77
7661,0.75
7667,0.57
7673,0.2
7679,0.97
7680,0.96
7687,0.03
7689,0.27
7691,0.14
7692,0.02
7695,0.02
7696,0.75
7699,0.08
7707,0.04
7709,0.33
7712,0.5
7714,0.02
7716,0.2
7718,0.05
7722,0.65
7723,0.05
7726,0.3
7729,0.01
7730,0.34
7735,0.8
7736,0.04
7744,0.93
7750,0.11
7761,0.23
7765,0.02
7767,0.21
7770,0.22
7783,0.04
7788,0.1
7792,0.14
7794,0.95
7804,0.03
7805,0.12
7807,0.05
7813,0
7818,0.4
7822,0.52
7823,0.08
7826,0.34
7827,0.22
7831,0.21
7835,0.05
7855,0.24
7858,0.27
7867,0.01
7869,0.75
7873,0.05
7875,0.09
7879,0.04
7884,0
7898,0.06
7902,0.48
7909,0.32
7917,0.1
7923,0.31
7924,0.85
7929,0.01
7940,0.19
7947,0.58
7951,0.86
7963,0.03
7964,0.25
7967,0.1
7976,0.14
7977,0.13
7978,0.01
7981,0.13
7983,0.48
7986,0.01
7987,0.08
7990,0.44
7991,0.9
7993,0.81
7996,0.07
8006,0.02
8007,0.93
8013,0.05
8023,0.21
8025,0.15
8028,0.28
8031,0.86
8034,0
8035,0.03
8040,0.32
8055,0
8058,0.13
8061,0.13
8067,0
8072,0.08
8076,0.25
8079,0.14
8087,0.2
8091,0.83
8094,0.94
8096,0.02
8097,0.01
8100,0.04
8103,0.04
8105,0.82
8111,0.95
8115,0.92
8117,0.1
8122,0.15
8123,0.07
8124,0.13
8126,0.02
8127,0.2
8137,0.05
8147,0.08
8152,0.08
8154,0.08
8159,0.01
8161,0.2
8163,0.01
8166,0.33
8168,0.22
8173,0.34
8179,0.96
8180,0.06
8181,0.13
8182,0.17
8199,0.09
8204,0.35
8206,0.02
8210,0.07
8212,0
8216,0.69
8220,0.25
8221,0.28
8222,0.95
8226,0.43
8238,0.44
8241,0.29
8245,0
8246,0.05
8247,0.12
8250,0.05
8253,0.08
8261,0.07
8267,0.17
8269,0.09
8272,0.09
8276,0.54
8277,0.14
8279,0.27
8282,0.14
8284,0.86
8287,0.05
8302,0.91
8310,0.07
8316,0.04
8318,0.07
8325,0.13
8331,0.25
8334,0.06
8335,0
8336,0.67
8339,0.03
8341,0.51
8343,0
8345,0.03
8355,0.11
8363,0.49
8366,0.04
8368,0
8369,0.85
8376,0.31
8379,0.22
8384,0.32
8391,0.72
8397,0.11
8398,0.31
8399,0.29
8402,0.19
8403,0.08
8408,0.82
8409,0.21
8413,0.01
8414,0.27
8422,0.04
8423,0.04
8424,0.28
8426,0.68
8428,0.03
8433,0.13
8434,0.08
8439,0.27
8453,0.58
8461,0.03
8477,0.05
8482,0.05
8483,0.17
8487,0.05
8488,0.65
8493,0.59
8507,0.47
8509,0.09
8510,0.19
8514,0.05
8515,0.23
8516,0.02
8528,0.95
8529,0.77
8531,0.02
8540,0.14
8541,0
8551,0.04
8555,0.17
8559,0
8566,0.16
8583,0.89
8586,0.07
8590,0.34
8592,0.86
8593,0.93
8594,0.07
8595,0.25
8596,0.68
8597,0.09
8608,0.56
8612,0.87
8613,0.38
8628,0.2
8640,0.04
8645,0.16
8646,0.01
8647,0.13
8653,0.05
8662,0.32
8668,0.23
8680,0.19
8687,0.38
8690,0.13
8693,0.06
8695,0.06
8702,0.32
8704,0.01
8710,0
8715,0.07
8722,0.03
8723,0.12
8727,0.13
8728,0.45
8730,0.22
8738,0.2
8746,0.08
8748,0.25
8752,0.1
8757,0.29
8763,0.08
8766,0.75
8779,0.01
8783,0.06
8785,0.1
8790,0.03
8799,0.12
8807,0.11
8808,0.35
8821,0.21
8829,0.02
8834,0.75
8835,0.22
8838,0.03
8840,0.07
8844,0.72
8850,0.89
8853,0.11
8859,0.06
8863,0.13
8865,0.41
8867,0.14
8880,0.19
8881,0.32
8882,0.32
8883,0.07
8884,0.53
8889,0.23
8890,0.06
8891,0
8893,0.06
8904,0.11
8905,0.01
8913,0.23
8923,0
8926,0.64
8931,0.26
8934,0
8943,0.07
8953,0.09
8963,0.13
8964,0.04
8967,0.53
8972,0.21
8973,0.89
8981,0.1
8985,0.3
8988,0.22
8994,0.01
9001,0.06
9004,0.41
9009,0.08
9015,0.43
9016,0.82
9019,0.04
9020,0.82
9022,0.07
9031,0.89
9032,0.7
9038,0.26
9041,0.44
9046,0.64
9047,0.07
9055,0.15
9059,0.33
9060,0.66
9063,0.85
9064,0.21
9068,0.08
9078,0.16
